reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a3699c1e-f2bb-4e07-b161-3b4a23bce3a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kecewa berat karena proses ganti nomor hp lama tidak bisa padahal sudah premium. Sudah sistem online, kenapa susah betul dana melakukan hal sepele dengan asumsi demi keamanan akun pengguna. Ini namanya pihak dana secara tidak langsung menyebut penggunanya tidak aman. Sangat layak dapat bintang 1.",1,4,2.123.2,2026-05-12 12:00:33,"Hi Kak, kami memahami ketidaknyamanan yg Kakak rasakan terkait kendala permintaan pergantian nomor. Agar kami bantu lebih lanjut, jika sudah menghubungi DIANA bisa infokan nomor laporanmu melalui Social Media resmi kami yang bercentang biru atau emas ya Kak. Thanks -NA-",2026-05-12 13:13:59,2.123.2
2c63c16c-3d3a-4e93-a23d-a3e4d66974fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya mengalami masalah dengan dana instant terjadi error ketika ingin mengajukan ulang, sebelumnya lancar, bisakah di bantu dengan kendala saya pusat Diana sama sekali tidak membantu, saya sudah membuat laporan terkait error nya dana instant sampai sekarang belum teratasi sudah 2 bulan berjalan sampai saat ini masih error juga",3,3,2.125.2,2026-05-12 06:27:10,"Hi Kak Tomi, saat ini aplikasi DANA berjalan normal. Maaf atas kendala error pada saat penarikan DANA Instan. Jika sudah hubungi DIANA, silakan infokan nomor laporan ke DM/Inbox medsos resmi DANA yang centang biru/emas. Kami siap bantu semaksimal mungkin hingga tuntas. Thanks-DA-",2026-05-12 07:57:45,2.125.2
bd2ce071-4b81-4522-9a72-c7ce4c0f45c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"layanan aplikasi dana bisnis sy tidak bisa di cairkan padahal ada saldo ngendap disnaa, tidak bisa karena alasan verifikasi wajah yang tidak bisa dan sy juga sudah hubungi diana namun sampai sekarang belum ada informasi kelanjutannya gimana, sy sudah nunggu satu bulan sampe sekarang masih tidak bisa di tarik sebell banget",2,6,2.123.2,2026-05-06 13:41:21,"Hi Kak, kami paham yg kamu rasakan. Sbg informasi, verifikasi wajah bertujuan utk menjaga keamanan akun DANA ya. Jika terdapat permintaan verifikasi wajah, pastikan verifikasi dilakukan oleh pemilik KTP yg terdaftar di DANA, pencahayaan cukup, serta wajah berada dlm frame. Kakak juga bisa menonaktifkan fitur tersebut di apk DANA ya. Thx -RY-",2026-05-06 15:27:20,2.123.2
98d7065e-c1b4-4424-9ce7-e29c2e30bc9b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi DANA menurut saya sangat membantu dalam kehidupan sehari hari tampilannya sederhana dan mudah dipahami,Aplikasi DANA rekomendde tapi sayang ada keluhan sedikit di akun DANA CICIL saya tidak bisa digunakan limidnya mohon untuk cs di bantu DANA CICIL saya untuk sementara saya kasih bintang ★★★★. saya janji kalau masalah di akun DANA CICIL saya bisa di gunakan saya tambahkan satu lagi bintang. terimah kasih",4,5,2.123.2,2026-05-09 11:10:06,,,2.123.2
94c692d1-8323-4e72-8420-0ebe3de61584,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya benar² kecewa dengan aplikasi ini, aplikasinya mudah sekali di hack, saldo sy hilang 2x... sudah membuat laporan selama 3 hari tidak ada follow up, yang ada pertanyaan yang diulang²... giliran sudah dapat follow up, menunggu antrian, diminta kembali dilain hari, giliran menagih antrian untuk tindak lanjutnya apakah saldo bisa kembali, pertanyaannya diulang² terus,,customer service yang benar² tidak dapat membantu, sistem keamanannya benar² diragukan dan sangat mudah di retas..",1,13,2.119.0,2026-04-24 01:13:55,"Hi Kak Ratih, kami turut prihatin atas kendala saldo hilang yg dialami. Jika sudah memiliki nomor laporan, bisa infokan ke DM sosmed resmi DANA ctg biru/emas ya. Sebagai info, kami masih memerlukan pengecekan secara intensif, sehingga belum dapat memastikan pengembalian saldo. Pastikan juga tidak ada langganan aktif pada akun DANA Kakak. Tks -DS-",2026-04-24 02:33:11,2.119.0
fb70f545-d34c-482d-ba69-717627b003ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dana cicil masih ada limit 100ribuan lebih mau buat beli kuota karna posisi urgent malah ga bisa kepake tulisannya sedang tidak tersedia, terus chat diana juga percuma ga bantu sama sekali buat kejelasannya. sudah 1bulan nda bsa di pake padahal enak tuh kalo bisa di pake pas lg posisi urgent. aneh emg ini",2,9,2.123.2,2026-05-05 23:39:59,"Hi Kak, kami memahami kendala Kakak mengenai DANA Cicil tidak bisa digunakan. Hal ini bisa terjadi karena limit habis, ada tunggakan tagihan, belum sesuai S&K, pastikan merchant mendukung pembayaran dgn DANA Cicil. Pastikan tagihan selalu lunas tepat waktu agar skor kredit terjaga. Silakan coba berkala/gunakan metode bayar lain. Thanks -IK-",2026-05-06 08:29:23,2.123.2
7e18ba49-6cf4-4d19-8ac5-26de1366cc44,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya beli paket data di dana ga masuk selama 5h, pas di sms sudah masuk tapi saya cek di bima+ ga ada sedikit pun kuota yang masuk. Pelayanan nya jelek banget ga bisa kasih kompensasi, kalo kaya gini kan saya rugi 26rb!! SUNGGUH MENGECEWAKAN, TIDAK AKAN SAYA MEMBELI PAKET DATA ATAU PULSA LAGI DI APK DANA!!!!! 😠😠😠😠 TOLONG BERIKAN SAYA KOMPENSASI UANG KEMBALI!!!!!!!!!!!!!",1,7,2.123.2,2026-05-06 11:47:10,"Hi Kak Ameliana. Kami memahami kekecewaan Kakak terkait kendala transaksi paket data yang belum masuk. Agar kami dapat membantu pengecekan status laporan Kakak, mohon informasikan nomor laporan yang sudah Kakak dapatkan melalui DM sosmed resmi DANA yang centang biru/emas. Untuk hasil penyelesaian akan menyesuaikan pengecekan tim terkait. Thx -AF-",2026-05-06 12:59:24,2.123.2
70c74a26-0c49-43d8-a630-a0ad8387b8f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi dana ini makin kesini tidak betul melayani pemilik akun dana dengan baik... saya sudah melaporkan terkait masalah yg ada di akun dana saya...yang mana selalu di minta agar upgrade berulang ulang dan nama saya yang tidak terlihat di profil saya padahal akun saya sudah premium.... sudah lapor ke pusat bantuan dan bukan mengatasi masalah malah di suruh menunggu sampai berhari2 ... semakin hari E walet ini semakin bermasalah dalam melayani pemilik akun ...,1,2,2.125.3,2026-05-15 12:08:26,"Hi Kak Affan, kami paham situasi ini bikin nggak nyaman karena diminta upgrade akun DANA premium kembali. Kami sarankan Kakak coba langkah berikut: 1. Log out dari aplikasi DANA. 2. Log in kembali. 3. Coba ulang berkala Jika masih terkendala, via DM/Inbox Sosmed resmi DANA (centang biru/emas). Terima kasih. -UH-",2026-05-15 16:36:56,2.125.3
db8f616c-9f8c-42a7-884c-eb6c35946155,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"parah minta di upgrade pas udah masukin semua data ,Malah verifikasi nya lama banget,dokumen sedang di cek terus,padahal saya urgent mau transaksi kirim uang,,sumpah kecewa banget!!!!!,harus nya udah antisipasi lah kalo aplikasi nya udah lumayan banyak penguna nya,,fikirin ke penguna nya kasian kalo meski terhambat gara gara upgrade kaya gini,apalagi yang kebutuhannya mendesak/urgent!!!!!;",1,24,2.119.0,2026-03-25 13:43:07,"Hi Kak, maaf ya untuk keluhan proses verifikasi akun premium. harusnya verifkasi berlangsung real time, namun jika masih diproses kami sarankan menunggu dalam estimasi 2 hari terlebih dahulu. jika lebih dari estimasi, silakan hubungi DIANA dari menu Saya ya. Jika sudah punya laporan, bisa lampirkan nomor laporan ke DM sosial media DANA ya. Thx-AC-",2026-03-25 15:47:16,2.119.0
2db97843-ae9d-4864-a259-1ab721b93d82,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya beli ke kedai jam 12 malam dan saat mau bayar malah error, tulisan coba lagi. saya masih maklumi karena mungkin ada maintenance server, tapi besoknya jam 9 malam, bahkan belum jam 10 gangguan lagi. untung itu kedai, bisa saya balikin. kalau saya makan di warung atau semacamnya? bayar pakai apa kalau lagi tidak pegang uang cash? intinya perbaiki dulu baru saya naikin bintang",1,6,2.123.2,2026-05-05 13:34:04,"Hi Kak, mohon maaf jika memiliki kendala tidak bisa melakukan transaksi menggunakan Scan Qris. Dapat kami informasikan saat ini sedang terdapat pemeliharaan sistem yang berpotensi mengakibatkan adanya kendala. Mohon kesediaannya menunggu terlebih dahulu atau coba berkala dalam waktu yang tidak berdekatan ya Kak. Thanks -NA-",2026-05-05 17:23:19,2.123.2
e2dcd999-584c-463f-82dc-66d808462ccf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App DANA Dompet Digital Indonesia (e-Wallet) Memang Sangat Bagus. Tampilan Menu Juga Transaksinya Lengkap/Muda/Aman & Terpercaya. Tapi akhir-akhir ini jaringan transaksi keuangannya mengirim / menerima sering gangguan & bermasalah bisa sampai 1×24 jam lamanya..!?!?,4,27,2.123.2,2026-05-12 10:50:59,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2023-08-19 05:18:18,2.123.2
1da509b1-7f8b-475a-84c0-37711fc33da8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya dapat limit dari dana cicil ketika saya gunakan transaksi pakai qris kenapa tidak bisa ya? setelah vermuk langsung balik lagi ke tampilan depan dan tidak ada pesan transaksi berhasil atau tidak..pdahal akun sudah premium sesuai syarat dan sering transaksi pembayaran pkai dana..maaf saya turunin 1 bintang krn dana cicil saya tdk bisa dipakai, terima kasih.",3,3,2.125.3,2026-05-13 18:03:03,"Hi Kak Todo, kami memahami perasaan yg Kakak alami. Hal ini bisa terjadi karena limit habis, ada tunggakan tagihan, belum sesuai S&K, dan pastikan merchant mendukung pembayaran dgn DANA Cicil. Pastikan tagihan selalu lunas tepat waktu agar skor kredit terjaga. Silakan coba berkala/gunakan metode bayar lain sebagai alternatif sementara. Tks -UH-",2026-05-13 20:13:16,2.125.3
7c8cee18-4d48-48c0-96b3-b09299383c80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ribet, gw cuma mau login kembali doang dipersulit katanya gunakan sidik jari dan wajah bisa login cepat, ini apalah setelah scan wajah malah kembali ke tahap awal di coba berkali kali gada perubahan atau pun hasil cuma buang waktu doang.",1,6,2.123.1,2026-05-03 13:18:22,"Hi Kak Muhammad, kami memahami keluhan yg dialami. Kami infokan verifikasi wajah utk meningkatkan keamanan pada akun DANA, pastiin ketika verifikasi wajah harus dilakukan oleh pemilik akun sesuai dgn KTP yg terdaftar, pastikan juga pencahayaan cukup & wajah berada dalam frame ya Kak. Thx-JN-",2026-05-03 15:18:41,2.123.1
26f3208c-8504-48d5-97bc-8a9ae8580eb6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pencairan dana instan sedang ada kendala,terus saja begitu,chat Diana jawaban nya itu itu aja dan gak membantu sama sekali ,pergi ke pusat resolusi juga tidak bisa,,via email malah di arahin lagi ke pusat resolusi,,entah apa alasanya jadi gak bisa narik limit,perbaiki kendala di akun saya, gak bisa liat apa transaksi saya di dana sudah bertahun tahun,JUJUR SAYA SEBAGAI PENGGUNA EWALLET DANA BERTAHUN TAHUN SANGAT KECEWA DENGAN SYSTEM SEKARANG..",1,8,2.123.1,2026-05-02 02:47:13,"Hi Kak Wiwid, kami memahami kendala yg Kakak alami terkait penarikan DANA Instan. Apabila sebelumnya sudah buat laporan, mohon infokan nomor laporannya ke DM sosial media resmi DANA yg centang biru/emas agar dapat kami bantu pengecekan kembali. Kami akan berusaha bantu semaksimal mungkin hingga terselesaikan dengan tuntas. Thx -SB-",2026-05-02 03:45:13,2.123.1
15ac62f8-e1dc-427f-9df9-eb239224d81e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"susah kali hubungin costumer service dana ini, sudah jls akun dana saya hilang, gak bisa di buka karna nomornya hilang, dan malah di bekukan, gak bisa masuk, padahal, sebelumnya, masukkan sandi, dan verifikasi wajah, malah kelen suruh daftar, lol. gimna daftarin nomornya hilang, dan kalian bekukan....padahal saldonya masih ada,",1,7,2.119.0,2026-05-03 18:33:13,"Hi Kak, mohon maaf atas ketidaknyamanan yg Kakak rasakan terkait akun DANA yg dibekukan. Agar kami bantu lebih lanjut, jika sudah menghubungi DIANA bisa infokan nomor laporanmu melalui Social Media resmi kami yang bercentang biru atau emas ya Kak. Sebagai informasi, saldo Kakak akan tetap berada diakun DANA. Thanks -NA-",2026-05-03 19:34:42,2.119.0
20e84d27-ebdf-4bc8-83dd-d8fd5de5652f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pembelian kuota sudah dibayar,saldo dana pun sudah berkurang, eh malah masuk ketagihan dana cicil, tagihan jadi bertambah, aneh banget cara nyari keuntungan nya, udah bayar malah d hitung jadi utang, bukan masalah nominalnya yg receh tapi tolong dong amanah",1,4,2.123.2,2026-05-07 03:58:06,"Hi Kak Silvia, mohon maaf atas kendala paket data yg belum diterima dan masuk pada tagihan DANA Cicil. Agar kami bantu lebih lanjut, Kakak dapat menghubungi kami melalui DM/Inbox Social Media resmi kami yang bercentang biru atau emas ya Kak. Sebagai informasi, DANA terjamin keamanannya karena dibawah pengawasan Bank Indonesia. Thanks -NA-",2026-05-07 11:32:52,2.123.2
384c0674-f626-4bfb-9438-f169a268c642,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sedikit kecewa sama dana ,apalagi dana cicil nya ,udah d bayar tagihannya semua ,bahkan jauh sebelum jatuh tempo ,bukannya makin naik limit ,malah gabisa d gunain ,ngebug terus tampilannya .tidak tersedia/tidak berlaku .",2,0,2.125.3,2026-05-19 05:26:48,"Hi Kak, kami memahami kendala DANA Cicil tidak bisa digunakan. Mohon pastikan limit mencukupi & tidak ada tunggakan di fitur pinjaman mana pun, ya. Jika sudah sesuai S&K namun masih terkendala, gunakan metode lain dulu & coba lagi berkala. Rutin bayar tepat waktu demi riwayat kredit yang baik & fitur segera lancar kembali. Thx -FS-",2026-05-19 07:10:09,2.125.3
2eb9e963-5e9c-4052-ba18-f7b6fe88e5fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk rusak tiap hari ada aja masalahnya, sekarang malah ngga bisa bayar pake qris gw padahal jaringannya lagi bagus bgt,habis scan barcode udah ketik nominal tiba"" ke cancel gitu aja gara"" ada masalah sama transaksi nya,tolong dibenerin lah itu buat developer nya biar gw yg make ini apk bisa nyaman",1,6,2.123.1,2026-05-02 15:34:52,"Hi Kak, Mohon maaf atas kendala tidak bisa melakukan transaksi menggunakan Scan Qris. Dapat kami informasikan saat ini sedang terdapat pemeliharaan sistem yang berpotensi mengakibatkan adanya kendala. Mohon kesediaannya menunggu terlebih dahulu atau coba berkala dalam waktu yang tidak berdekatan ya Kak. Tks -IR-",2026-05-02 16:28:57,2.123.1
